CHASSIS,CHANNEL,CONNECTOR,SIGNAL,CUSTNAME,USE,DESC,COUPLING,EGU,ESLO,EOFF,LOLOlim,LOlim,HIlim,HIHIlim
8,31,DB1,255,08-DB1-31-0255,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
8,32,DB1,256,08-DB1-32-0256,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
9,1,DB2,257,09-DB2-01-0257,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
9,2,DB2,258,09-DB2-02-0258,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
9,3,DB2,259,09-DB2-03-0259,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
9,4,DB2,260,09-DB2-04-0260,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
9,5,DB2,261,09-DB2-05-0261,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
9,6,DB2,262,09-DB2-06-0262,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
9,7,DB2,263,09-DB2-07-0263,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
9,8,DB2,264,09-DB2-08-0264,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
9,9,DB2,265,09-DB2-09-0265,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
9,10,DB2,266,09-DB2-10-0266,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
9,11,DB2,267,09-DB2-11-0267,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
9,12,DB2,268,09-DB2-12-0268,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
9,13,DB2,269,09-DB2-13-0269,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
9,14,DB2,270,09-DB2-14-0270,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
9,15,DB2,271,09-DB2-15-0271,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
9,16,DB2,272,09-DB2-16-0272,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
9,17,DB1,273,09-DB1-17-0273,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
9,18,DB1,274,09-DB1-18-0274,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
9,19,DB1,275,09-DB1-19-0275,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
9,20,DB1,276,09-DB1-20-0276,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
9,21,DB1,277,09-DB1-21-0277,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
9,22,DB1,278,09-DB1-22-0278,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
9,23,DB1,279,09-DB1-23-0279,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
9,24,DB1,280,09-DB1-24-0280,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
9,25,DB1,281,09-DB1-25-0281,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
9,26,DB1,282,09-DB1-26-0282,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
9,27,DB1,283,09-DB1-27-0283,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
9,28,DB1,284,09-DB1-28-0284,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
9,29,DB1,285,09-DB1-29-0285,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
9,30,DB1,286,09-DB1-30-0286,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
9,31,DB1,287,09-DB1-31-0287,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
9,32,DB1,288,09-DB1-32-0288,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
10,1,DB2,289,10-DB2-01-0289,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
10,2,DB2,290,10-DB2-02-0290,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
10,3,DB2,291,10-DB2-03-0291,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
10,4,DB2,292,10-DB2-04-0292,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
10,5,DB2,293,10-DB2-05-0293,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
10,6,DB2,294,10-DB2-06-0294,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
10,7,DB2,295,10-DB2-07-0295,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
10,8,DB2,296,10-DB2-08-0296,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
10,9,DB2,297,10-DB2-09-0297,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
10,10,DB2,298,10-DB2-10-0298,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
10,11,DB2,299,10-DB2-11-0299,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
10,12,DB2,300,10-DB2-12-0300,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
10,13,DB2,301,10-DB2-13-0301,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
10,14,DB2,302,10-DB2-14-0302,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
10,15,DB2,303,10-DB2-15-0303,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
10,16,DB2,304,10-DB2-16-0304,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
10,17,DB1,305,10-DB1-17-0305,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
10,18,DB1,306,10-DB1-18-0306,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
10,19,DB1,307,10-DB1-19-0307,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
10,20,DB1,308,10-DB1-20-0308,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
10,21,DB1,309,10-DB1-21-0309,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
10,22,DB1,310,10-DB1-22-0310,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
10,23,DB1,311,10-DB1-23-0311,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
10,24,DB1,312,10-DB1-24-0312,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
10,25,DB1,313,10-DB1-25-0313,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
10,26,DB1,314,10-DB1-26-0314,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
10,27,DB1,315,10-DB1-27-0315,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
10,28,DB1,316,10-DB1-28-0316,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
10,29,DB1,317,10-DB1-29-0317,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
10,30,DB1,318,10-DB1-30-0318,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
10,31,DB1,319,10-DB1-31-0319,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
10,32,DB1,320,10-DB1-32-0320,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
11,1,DB2,321,11-DB2-01-0321,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
11,2,DB2,322,11-DB2-02-0322,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
11,3,DB2,323,11-DB2-03-0323,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
11,4,DB2,324,11-DB2-04-0324,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
11,5,DB2,325,11-DB2-05-0325,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
11,6,DB2,326,11-DB2-06-0326,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
11,7,DB2,327,11-DB2-07-0327,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
11,8,DB2,328,11-DB2-08-0328,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
11,9,DB2,329,11-DB2-09-0329,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
11,10,DB2,330,11-DB2-10-0330,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
11,11,DB2,331,11-DB2-11-0331,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
11,12,DB2,332,11-DB2-12-0332,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
11,13,DB2,333,11-DB2-13-0333,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
11,14,DB2,334,11-DB2-14-0334,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
11,15,DB2,335,11-DB2-15-0335,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
11,16,DB2,336,11-DB2-16-0336,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
11,17,DB1,337,11-DB1-17-0337,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
11,18,DB1,338,11-DB1-18-0338,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
11,19,DB1,339,11-DB1-19-0339,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
11,20,DB1,340,11-DB1-20-0340,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
11,21,DB1,341,11-DB1-21-0341,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
11,22,DB1,342,11-DB1-22-0342,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
11,23,DB1,343,11-DB1-23-0343,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
11,24,DB1,344,11-DB1-24-0344,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
11,25,DB1,345,11-DB1-25-0345,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
11,26,DB1,346,11-DB1-26-0346,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
11,27,DB1,347,11-DB1-27-0347,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
11,28,DB1,348,11-DB1-28-0348,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
11,29,DB1,349,11-DB1-29-0349,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
11,30,DB1,350,11-DB1-30-0350,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
11,31,DB1,351,11-DB1-31-0351,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
11,32,DB1,352,11-DB1-32-0352,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
12,1,DB2,353,12-DB2-01-0353,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
12,2,DB2,354,12-DB2-02-0354,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
12,3,DB2,355,12-DB2-03-0355,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
12,4,DB2,356,12-DB2-04-0356,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
12,5,DB2,357,12-DB2-05-0357,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
12,6,DB2,358,12-DB2-06-0358,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
12,7,DB2,359,12-DB2-07-0359,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
12,8,DB2,360,12-DB2-08-0360,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
12,9,DB2,361,12-DB2-09-0361,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
12,10,DB2,362,12-DB2-10-0362,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
12,11,DB2,363,12-DB2-11-0363,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
12,12,DB2,364,12-DB2-12-0364,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
12,13,DB2,365,12-DB2-13-0365,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
12,14,DB2,366,12-DB2-14-0366,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
12,15,DB2,367,12-DB2-15-0367,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
12,16,DB2,368,12-DB2-16-0368,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
12,17,DB1,369,12-DB1-17-0369,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
12,18,DB1,370,12-DB1-18-0370,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
12,19,DB1,371,12-DB1-19-0371,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
12,20,DB1,372,12-DB1-20-0372,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
12,21,DB1,373,12-DB1-21-0373,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
12,22,DB1,374,12-DB1-22-0374,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
12,23,DB1,375,12-DB1-23-0375,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
12,24,DB1,376,12-DB1-24-0376,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
12,25,DB1,377,12-DB1-25-0377,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
12,26,DB1,378,12-DB1-26-0378,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
12,27,DB1,379,12-DB1-27-0379,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
12,28,DB1,380,12-DB1-28-0380,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
12,29,DB1,381,12-DB1-29-0381,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
12,30,DB1,382,12-DB1-30-0382,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
12,31,DB1,383,12-DB1-31-0383,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
12,32,DB1,384,12-DB1-32-0384,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
13,1,DB2,385,13-DB2-01-0385,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
13,2,DB2,386,13-DB2-02-0386,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
13,3,DB2,387,13-DB2-03-0387,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
13,4,DB2,388,13-DB2-04-0388,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
13,5,DB2,389,13-DB2-05-0389,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
13,6,DB2,390,13-DB2-06-0390,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
13,7,DB2,391,13-DB2-07-0391,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
13,8,DB2,392,13-DB2-08-0392,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
13,9,DB2,393,13-DB2-09-0393,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
13,10,DB2,394,13-DB2-10-0394,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
13,11,DB2,395,13-DB2-11-0395,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
13,12,DB2,396,13-DB2-12-0396,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
13,13,DB2,397,13-DB2-13-0397,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
13,14,DB2,398,13-DB2-14-0398,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
13,15,DB2,399,13-DB2-15-0399,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
13,16,DB2,400,13-DB2-16-0400,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
13,17,DB1,401,13-DB1-17-0401,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
13,18,DB1,402,13-DB1-18-0402,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
13,19,DB1,403,13-DB1-19-0403,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
13,20,DB1,404,13-DB1-20-0404,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
13,21,DB1,405,13-DB1-21-0405,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
13,22,DB1,406,13-DB1-22-0406,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
13,23,DB1,407,13-DB1-23-0407,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
13,24,DB1,408,13-DB1-24-0408,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
13,25,DB1,409,13-DB1-25-0409,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
13,26,DB1,410,13-DB1-26-0410,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
13,27,DB1,411,13-DB1-27-0411,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
13,28,DB1,412,13-DB1-28-0412,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
13,29,DB1,413,13-DB1-29-0413,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
13,30,DB1,414,13-DB1-30-0414,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
13,31,DB1,415,13-DB1-31-0415,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
13,32,DB1,416,13-DB1-32-0416,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
14,1,DB2,417,14-DB2-01-0417,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
14,2,DB2,418,14-DB2-02-0418,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
14,3,DB2,419,14-DB2-03-0419,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
14,4,DB2,420,14-DB2-04-0420,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
14,5,DB2,421,14-DB2-05-0421,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
14,6,DB2,422,14-DB2-06-0422,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
14,7,DB2,423,14-DB2-07-0423,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
14,8,DB2,424,14-DB2-08-0424,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
14,9,DB2,425,14-DB2-09-0425,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
14,10,DB2,426,14-DB2-10-0426,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
14,11,DB2,427,14-DB2-11-0427,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
14,12,DB2,428,14-DB2-12-0428,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
14,13,DB2,429,14-DB2-13-0429,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
14,14,DB2,430,14-DB2-14-0430,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
14,15,DB2,431,14-DB2-15-0431,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
14,16,DB2,432,14-DB2-16-0432,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
14,17,DB1,433,14-DB1-17-0433,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
14,18,DB1,434,14-DB1-18-0434,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
14,19,DB1,435,14-DB1-19-0435,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
14,20,DB1,436,14-DB1-20-0436,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
14,21,DB1,437,14-DB1-21-0437,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
14,22,DB1,438,14-DB1-22-0438,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
14,23,DB1,439,14-DB1-23-0439,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
14,24,DB1,440,14-DB1-24-0440,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
14,25,DB1,441,14-DB1-25-0441,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
14,26,DB1,442,14-DB1-26-0442,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
14,27,DB1,443,14-DB1-27-0443,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
14,28,DB1,444,14-DB1-28-0444,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
14,29,DB1,445,14-DB1-29-0445,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
14,30,DB1,446,14-DB1-30-0446,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
14,31,DB1,447,14-DB1-31-0447,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
14,32,DB1,448,14-DB1-32-0448,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
15,1,DB2,449,15-DB2-01-0449,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
15,2,DB2,450,15-DB2-02-0450,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
15,3,DB2,451,15-DB2-03-0451,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
15,4,DB2,452,15-DB2-04-0452,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
15,5,DB2,453,15-DB2-05-0453,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
15,6,DB2,454,15-DB2-06-0454,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
15,7,DB2,455,15-DB2-07-0455,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
15,8,DB2,456,15-DB2-08-0456,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
15,9,DB2,457,15-DB2-09-0457,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
15,10,DB2,458,15-DB2-10-0458,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
15,11,DB2,459,15-DB2-11-0459,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
15,12,DB2,460,15-DB2-12-0460,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
15,13,DB2,461,15-DB2-13-0461,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
15,14,DB2,462,15-DB2-14-0462,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
15,15,DB2,463,15-DB2-15-0463,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
15,16,DB2,464,15-DB2-16-0464,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
15,17,DB1,465,15-DB1-17-0465,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
15,18,DB1,466,15-DB1-18-0466,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
15,19,DB1,467,15-DB1-19-0467,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
15,20,DB1,468,15-DB1-20-0468,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
15,21,DB1,469,15-DB1-21-0469,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
15,22,DB1,470,15-DB1-22-0470,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
15,23,DB1,471,15-DB1-23-0471,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
15,24,DB1,472,15-DB1-24-0472,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
15,25,DB1,473,15-DB1-25-0473,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
15,26,DB1,474,15-DB1-26-0474,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
15,27,DB1,475,15-DB1-27-0475,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
15,28,DB1,476,15-DB1-28-0476,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
15,29,DB1,477,15-DB1-29-0477,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
15,30,DB1,478,15-DB1-30-0478,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
15,31,DB1,479,15-DB1-31-0479,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
15,32,DB1,480,15-DB1-32-0480,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
16,1,DB2,481,16-DB2-01-0481,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
16,2,DB2,482,16-DB2-02-0482,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
16,3,DB2,483,16-DB2-03-0483,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
16,4,DB2,484,16-DB2-04-0484,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
16,5,DB2,485,16-DB2-05-0485,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
16,6,DB2,486,16-DB2-06-0486,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
16,7,DB2,487,16-DB2-07-0487,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
16,8,DB2,488,16-DB2-08-0488,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
16,9,DB2,489,16-DB2-09-0489,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
16,10,DB2,490,16-DB2-10-0490,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
16,11,DB2,491,16-DB2-11-0491,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
16,12,DB2,492,16-DB2-12-0492,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
16,13,DB2,493,16-DB2-13-0493,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
16,14,DB2,494,16-DB2-14-0494,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
16,15,DB2,495,16-DB2-15-0495,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
16,16,DB2,496,16-DB2-16-0496,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
16,17,DB1,497,16-DB1-17-0497,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
16,18,DB1,498,16-DB1-18-0498,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
16,19,DB1,499,16-DB1-19-0499,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
16,20,DB1,500,16-DB1-20-0500,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
16,21,DB1,501,16-DB1-21-0501,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
16,22,DB1,502,16-DB1-22-0502,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
16,23,DB1,503,16-DB1-23-0503,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
16,24,DB1,504,16-DB1-24-0504,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
16,25,DB1,505,16-DB1-25-0505,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
16,26,DB1,506,16-DB1-26-0506,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
16,27,DB1,507,16-DB1-27-0507,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
16,28,DB1,508,16-DB1-28-0508,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
16,29,DB1,509,16-DB1-29-0509,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
16,30,DB1,510,16-DB1-30-0510,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
16,31,DB1,511,16-DB1-31-0511,No,NONE,DC,V,1,0,-9.99,-9.99,9.99,9.99
